recording,monkey,day,method,permutation,macro_f1
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,peak_power,0,0.1683471183588517
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,peak_frequency,0,0.1398396389341512
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,power_frequency,0,0.1567380130980007
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,all_bands,0,0.1580280439435369
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,torus,0,0.1914069898466812
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,peak_power,1,0.1903953490228
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,peak_frequency,1,0.1280555130487365
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,power_frequency,1,0.1585385656861835
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,all_bands,1,0.1477426044045462
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,torus,1,0.2055539486359758
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,peak_power,2,0.1317907851257738
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,peak_frequency,2,0.1630434298212437
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,power_frequency,2,0.110286870965698
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,all_bands,2,0.1296007693326291
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,torus,2,0.1040703816823219
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,peak_power,3,0.1296635606009145
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,peak_frequency,3,0.1702848807447891
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,power_frequency,3,0.1648543732339514
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,all_bands,3,0.205520001497013
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,torus,3,0.1990098942953277
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,peak_power,4,0.1357932713864917
monkeyM_session-o080506002-22_lfp-2,M,2008-05-06,peak_frequency,4,0.1870739560782689
