recording,monkey,day,method,geometry_evaluable,direction,f1
monkeyM_session-o080423001-5_lfp-8,M,2008-04-23,peak_frequency,True,6,0.07142857142857142
monkeyM_session-o080423001-5_lfp-8,M,2008-04-23,peak_power,True,1,0.1875
monkeyM_session-o080423001-5_lfp-8,M,2008-04-23,peak_power,True,2,0.1951219512195122
monkeyM_session-o080423001-5_lfp-8,M,2008-04-23,peak_power,True,3,0.0
monkeyM_session-o080423001-5_lfp-8,M,2008-04-23,peak_power,True,4,0.2702702702702703
monkeyM_session-o080423001-5_lfp-8,M,2008-04-23,peak_power,True,5,0.10526315789473684
monkeyM_session-o080423001-5_lfp-8,M,2008-04-23,peak_power,True,6,0.4090909090909091
monkeyM_session-o080423001-5_lfp-8,M,2008-04-23,power_frequency,True,1,0.05555555555555555
monkeyM_session-o080423001-5_lfp-8,M,2008-04-23,power_frequency,True,2,0.2777777777777778
monkeyM_session-o080423001-5_lfp-8,M,2008-04-23,power_frequency,True,3,0.0
monkeyM_session-o080423001-5_lfp-8,M,2008-04-23,power_frequency,True,4,0.2857142857142857
monkeyM_session-o080423001-5_lfp-8,M,2008-04-23,power_frequency,True,5,0.0
monkeyM_session-o080423001-5_lfp-8,M,2008-04-23,power_frequency,True,6,0.32432432432432434
monkeyM_session-o080424002-11_lfp-1,M,2008-04-24,all_bands,False,1,0.2222222222222222
monkeyM_session-o080424002-11_lfp-1,M,2008-04-24,all_bands,False,2,0.30434782608695654
monkeyM_session-o080424002-11_lfp-1,M,2008-04-24,all_bands,False,3,0.1951219512195122
monkeyM_session-o080424002-11_lfp-1,M,2008-04-24,all_bands,False,4,0.2222222222222222
monkeyM_session-o080424002-11_lfp-1,M,2008-04-24,all_bands,False,5,0.0
monkeyM_session-o080424002-11_lfp-1,M,2008-04-24,all_bands,False,6,0.20512820512820512
monkeyM_session-o080424002-11_lfp-1,M,2008-04-24,peak_frequency,False,1,0.24561403508771928
monkeyM_session-o080424002-11_lfp-1,M,2008-04-24,peak_frequency,False,2,0.16
monkeyM_session-o080424002-11_lfp-1,M,2008-04-24,peak_frequency,False,3,0.06896551724137931
monkeyM_session-o080424002-11_lfp-1,M,2008-04-24,peak_frequency,False,4,0.0
monkeyM_session-o080424002-11_lfp-1,M,2008-04-24,peak_frequency,False,5,0.3333333333333333
monkeyM_session-o080424002-11_lfp-1,M,2008-04-24,peak_frequency,False,6,0.07142857142857142
monkeyM_session-o080424002-11_lfp-1,M,2008-04-24,peak_power,False,1,0.36
monkeyM_session-o080424002-11_lfp-1,M,2008-04-24,peak_power,False,2,0.21739130434782608
monkeyM_session-o080424002-11_lfp-1,M,2008-04-24,peak_power,False,3,0.0
monkeyM_session-o080424002-11_lfp-1,M,2008-04-24,peak_power,False,4,0.21052631578947367
monkeyM_session-o080424002-11_lfp-1,M,2008-04-24,peak_power,False,5,0.08
monkeyM_session-o080424002-11_lfp-1,M,2008-04-24,peak_power,False,6,0.2641509433962264
monkeyM_session-o080424002-11_lfp-1,M,2008-04-24,power_frequency,False,1,0.2608695652173913
monkeyM_session-o080424002-11_lfp-1,M,2008-04-24,power_frequency,False,2,0.2
monkeyM_session-o080424002-11_lfp-1,M,2008-04-24,power_frequency,False,3,0.07692307692307693
monkeyM_session-o080424002-11_lfp-1,M,2008-04-24,power_frequency,False,4,0.2222222222222222
monkeyM_session-o080424002-11_lfp-1,M,2008-04-24,power_frequency,False,5,0.28
monkeyM_session-o080424002-11_lfp-1,M,2008-04-24,power_frequency,False,6,0.14285714285714285
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,all_bands,True,1,0.15
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,all_bands,True,2,0.18181818181818182
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,all_bands,True,3,0.20512820512820512
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,all_bands,True,4,0.11764705882352941
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,all_bands,True,5,0.2545454545454545
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,all_bands,True,6,0.3076923076923077
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,ktorus,True,1,0.16
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,ktorus,True,2,0.05714285714285714
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,ktorus,True,3,0.32558139534883723
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,ktorus,True,4,0.05714285714285714
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,ktorus,True,5,0.05128205128205128
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,ktorus,True,6,0.2903225806451613
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,ktorus_all_bands,True,1,0.21739130434782608
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,ktorus_all_bands,True,2,0.10256410256410256
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,ktorus_all_bands,True,3,0.05263157894736842
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,ktorus_all_bands,True,4,0.15
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,ktorus_all_bands,True,5,0.04081632653061224
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,ktorus_all_bands,True,6,0.19230769230769232
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,ktorus_power_frequency,True,1,0.13636363636363635
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,ktorus_power_frequency,True,2,0.05128205128205128
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,ktorus_power_frequency,True,3,0.1951219512195122
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,ktorus_power_frequency,True,4,0.05405405405405406
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,ktorus_power_frequency,True,5,0.045454545454545456
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,ktorus_power_frequency,True,6,0.2033898305084746
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,peak_frequency,True,1,0.21052631578947367
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,peak_frequency,True,2,0.0
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,peak_frequency,True,3,0.24489795918367346
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,peak_frequency,True,4,0.0
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,peak_frequency,True,5,0.16326530612244897
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,peak_frequency,True,6,0.24390243902439024
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,peak_power,True,1,0.27450980392156865
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,peak_power,True,2,0.15789473684210525
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,peak_power,True,3,0.1111111111111111
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,peak_power,True,4,0.06896551724137931
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,peak_power,True,5,0.05
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,peak_power,True,6,0.37142857142857144
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,power_frequency,True,1,0.3137254901960784
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,power_frequency,True,2,0.16216216216216217
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,power_frequency,True,3,0.13953488372093023
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,power_frequency,True,4,0.13333333333333333
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,power_frequency,True,5,0.0975609756097561
monkeyM_session-o080424012-22_lfp-1,M,2008-04-24,power_frequency,True,6,0.3225806451612903
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,all_bands,True,1,0.3673469387755102
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,all_bands,True,2,0.24390243902439024
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,all_bands,True,3,0.19047619047619047
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,all_bands,True,4,0.0
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,all_bands,True,5,0.16216216216216217
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,all_bands,True,6,0.2631578947368421
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,ktorus,True,1,0.3018867924528302
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,ktorus,True,2,0.06451612903225806
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,ktorus,True,3,0.3783783783783784
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,ktorus,True,4,0.19047619047619047
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,ktorus,True,5,0.0
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,ktorus,True,6,0.13333333333333333
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,ktorus_all_bands,True,1,0.2978723404255319
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,ktorus_all_bands,True,2,0.21621621621621623
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,ktorus_all_bands,True,3,0.3902439024390244
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,ktorus_all_bands,True,4,0.0975609756097561
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,ktorus_all_bands,True,5,0.058823529411764705
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,ktorus_all_bands,True,6,0.25
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,ktorus_power_frequency,True,1,0.3829787234042553
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,ktorus_power_frequency,True,2,0.21052631578947367
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,ktorus_power_frequency,True,3,0.358974358974359
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,ktorus_power_frequency,True,4,0.05
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,ktorus_power_frequency,True,5,0.24242424242424243
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,ktorus_power_frequency,True,6,0.13953488372093023
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,peak_frequency,True,1,0.1702127659574468
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,peak_frequency,True,2,0.0625
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,peak_frequency,True,3,0.19047619047619047
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,peak_frequency,True,4,0.058823529411764705
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,peak_frequency,True,5,0.1
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,peak_frequency,True,6,0.17777777777777778
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,peak_power,True,1,0.3333333333333333
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,peak_power,True,2,0.3333333333333333
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,peak_power,True,3,0.21621621621621623
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,peak_power,True,4,0.058823529411764705
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,peak_power,True,5,0.0
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,peak_power,True,6,0.06896551724137931
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,power_frequency,True,1,0.34615384615384615
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,power_frequency,True,2,0.2692307692307692
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,power_frequency,True,3,0.3181818181818182
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,power_frequency,True,4,0.0
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,power_frequency,True,5,0.0
monkeyM_session-o080425003-12_lfp-1,M,2008-04-25,power_frequency,True,6,0.23529411764705882
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,all_bands,True,1,0.1111111111111111
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,all_bands,True,2,0.0
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,all_bands,True,3,0.3137254901960784
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,all_bands,True,4,0.15789473684210525
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,all_bands,True,5,0.3157894736842105
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,all_bands,True,6,0.25
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,ktorus,True,1,0.18181818181818182
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,ktorus,True,2,0.10810810810810811
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,ktorus,True,3,0.21621621621621623
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,ktorus,True,4,0.2727272727272727
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,ktorus,True,5,0.2926829268292683
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,ktorus,True,6,0.16666666666666666
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,ktorus_all_bands,True,1,0.11428571428571428
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,ktorus_all_bands,True,2,0.15
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,ktorus_all_bands,True,3,0.24390243902439024
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,ktorus_all_bands,True,4,0.3157894736842105
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,ktorus_all_bands,True,5,0.3111111111111111
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,ktorus_all_bands,True,6,0.14634146341463414
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,ktorus_power_frequency,True,1,0.17647058823529413
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,ktorus_power_frequency,True,2,0.16666666666666666
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,ktorus_power_frequency,True,3,0.20512820512820512
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,ktorus_power_frequency,True,4,0.2727272727272727
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,ktorus_power_frequency,True,5,0.34782608695652173
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,ktorus_power_frequency,True,6,0.2926829268292683
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,peak_frequency,True,1,0.08333333333333333
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,peak_frequency,True,2,0.3389830508474576
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,peak_frequency,True,3,0.2692307692307692
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,peak_frequency,True,4,0.30303030303030304
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,peak_frequency,True,5,0.15
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,peak_frequency,True,6,0.125
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,peak_power,True,1,0.14285714285714285
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,peak_power,True,2,0.21621621621621623
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,peak_power,True,3,0.30434782608695654
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,peak_power,True,4,0.41509433962264153
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,peak_power,True,5,0.39215686274509803
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,peak_power,True,6,0.0
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,power_frequency,True,1,0.08
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,power_frequency,True,2,0.26666666666666666
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,power_frequency,True,3,0.3
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,power_frequency,True,4,0.35294117647058826
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,power_frequency,True,5,0.2608695652173913
monkeyM_session-o080429002-7_lfp-2,M,2008-04-29,power_frequency,True,6,0.06060606060606061
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,all_bands,True,1,0.24489795918367346
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,all_bands,True,2,0.0
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,all_bands,True,3,0.2553191489361702
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,all_bands,True,4,0.0
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,all_bands,True,5,0.05555555555555555
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,all_bands,True,6,0.30303030303030304
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,ktorus,True,1,0.27906976744186046
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,ktorus,True,2,0.2608695652173913
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,ktorus,True,3,0.17647058823529413
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,ktorus,True,4,0.11428571428571428
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,ktorus,True,5,0.2777777777777778
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,ktorus,True,6,0.17391304347826086
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,ktorus_all_bands,True,1,0.3157894736842105
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,ktorus_all_bands,True,2,0.2127659574468085
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,ktorus_all_bands,True,3,0.20512820512820512
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,ktorus_all_bands,True,4,0.1111111111111111
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,ktorus_all_bands,True,5,0.3076923076923077
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,ktorus_all_bands,True,6,0.1951219512195122
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,ktorus_power_frequency,True,1,0.2702702702702703
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,ktorus_power_frequency,True,2,0.25
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,ktorus_power_frequency,True,3,0.25
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,ktorus_power_frequency,True,4,0.11428571428571428
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,ktorus_power_frequency,True,5,0.2702702702702703
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,ktorus_power_frequency,True,6,0.18604651162790697
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,peak_frequency,True,1,0.05555555555555555
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,peak_frequency,True,2,0.08
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,peak_frequency,True,3,0.35714285714285715
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,peak_frequency,True,4,0.1951219512195122
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,peak_frequency,True,5,0.2608695652173913
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,peak_frequency,True,6,0.1111111111111111
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,peak_power,True,1,0.4
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,peak_power,True,2,0.11428571428571428
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,peak_power,True,3,0.4528301886792453
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,peak_power,True,4,0.11764705882352941
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,peak_power,True,5,0.13793103448275862
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,peak_power,True,6,0.13793103448275862
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,power_frequency,True,1,0.3076923076923077
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,power_frequency,True,2,0.12903225806451613
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,power_frequency,True,3,0.4444444444444444
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,power_frequency,True,4,0.21621621621621623
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,power_frequency,True,5,0.25
monkeyM_session-o080430002-12_lfp-1,M,2008-04-30,power_frequency,True,6,0.0
monkeyM_session-o080430013-23_lfp-1,M,2008-04-30,all_bands,True,1,0.11428571428571428
monkeyM_session-o080430013-23_lfp-1,M,2008-04-30,all_bands,True,2,0.17391304347826086
monkeyM_session-o080430013-23_lfp-1,M,2008-04-30,all_bands,True,3,0.05128205128205128
monkeyM_session-o080430013-23_lfp-1,M,2008-04-30,all_bands,True,4,0.3111111111111111
monkeyM_session-o080430013-23_lfp-1,M,2008-04-30,all_bands,True,5,0.10526315789473684
monkeyM_session-o080430013-23_lfp-1,M,2008-04-30,all_bands,True,6,0.16216216216216217
monkeyM_session-o080430013-23_lfp-1,M,2008-04-30,ktorus,True,1,0.30434782608695654
monkeyM_session-o080430013-23_lfp-1,M,2008-04-30,ktorus,True,2,0.1111111111111111
monkeyM_session-o080430013-23_lfp-1,M,2008-04-30,ktorus,True,3,0.06060606060606061
monkeyM_session-o080430013-23_lfp-1,M,2008-04-30,ktorus,True,4,0.24390243902439024
monkeyM_session-o080430013-23_lfp-1,M,2008-04-30,ktorus,True,5,0.2222222222222222
monkeyM_session-o080430013-23_lfp-1,M,2008-04-30,ktorus,True,6,0.20512820512820512
monkeyM_session-o080430013-23_lfp-1,M,2008-04-30,ktorus_all_bands,True,1,0.2857142857142857
monkeyM_session-o080430013-23_lfp-1,M,2008-04-30,ktorus_all_bands,True,2,0.23809523809523808
monkeyM_session-o080430013-23_lfp-1,M,2008-04-30,ktorus_all_bands,True,3,0.15
monkeyM_session-o080430013-23_lfp-1,M,2008-04-30,ktorus_all_bands,True,4,0.32432432432432434
monkeyM_session-o080430013-23_lfp-1,M,2008-04-30,ktorus_all_bands,True,5,0.2926829268292683
monkeyM_session-o080430013-23_lfp-1,M,2008-04-30,ktorus_all_bands,True,6,0.15789473684210525
monkeyM_session-o080430013-23_lfp-1,M,2008-04-30,ktorus_power_frequency,True,1,0.3673469387755102
monkeyM_session-o080430013-23_lfp-1,M,2008-04-30,ktorus_power_frequency,True,2,0.10526315789473684
monkeyM_session-o080430013-23_lfp-1,M,2008-04-30,ktorus_power_frequency,True,3,0.24390243902439024
monkeyM_session-o080430013-23_lfp-1,M,2008-04-30,ktorus_power_frequency,True,4,0.2631578947368421
monkeyM_session-o080430013-23_lfp-1,M,2008-04-30,ktorus_power_frequency,True,5,0.16216216216216217
monkeyM_session-o080430013-23_lfp-1,M,2008-04-30,ktorus_power_frequency,True,6,0.16216216216216217
monkeyM_session-o080430013-23_lfp-1,M,2008-04-30,peak_frequency,True,1,0.25
monkeyM_session-o080430013-23_lfp-1,M,2008-04-30,peak_frequency,True,2,0.08163265306122448
monkeyM_session-o080430013-23_lfp-1,M,2008-04-30,peak_frequency,True,3,0.4482758620689655
monkeyM_session-o080430013-23_lfp-1,M,2008-04-30,peak_frequency,True,4,0.10810810810810811
monkeyM_session-o080430013-23_lfp-1,M,2008-04-30,peak_frequency,True,5,0.0
monkeyM_session-o080430013-23_lfp-1,M,2008-04-30,peak_frequency,True,6,0.0
monkeyM_session-o080430013-23_lfp-1,M,2008-04-30,peak_power,True,1,0.29411764705882354
monkeyM_session-o080430013-23_lfp-1,M,2008-04-30,peak_power,True,2,0.24489795918367346
monkeyM_session-o080430013-23_lfp-1,M,2008-04-30,peak_power,True,3,0.11764705882352941
